"SourceFile","identifiant","type_formation","filiere","date_diplome","emploi_formation","satisfaction_formation","alternance","recommandation_polytech","ig_avantage_double_competence","remuneration_annuelle_brute","prime","remuneration_prime"
"1","21334118811","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2017,"non",5,"","Oui","",33000,"Non",33000
"1","1783297913799080","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2015,"oui",4,"","Oui","",36000,"Oui",40000
"1","1782336188924400","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016,"oui",4,"","Oui","OUI",28600,"Oui",36000
"1","1767188224335030","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016,"non",2,"","","",31500,"Oui",33000
"1","1783551787687820","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017,"oui",4,"","Oui","",31000,"Non",31000
"1","1789201479500860","Sous contrat de professionalisation","Microélectronique Et Automatique (MEA)",2016,"oui",4,"","","",NA,"Oui",NA
"1","1788459979017060","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"oui",4,"","Oui","",NA,"",NA
"1","1775951507953250","Sous contrat de professionalisation","Informatique et Gestion (IG)",2016,"oui",4,"","","NON",44000,"Non",44000
"1","1775408658415940","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"oui",4,"","Oui","",21540,"",21540
"1","1794929186772720","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"",5,"","Oui","",21600,"Oui",23600
"1","1882745436433210","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",5,"","Oui","",30000,"Oui",35000
"1","1788522982414110","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"oui",4,"","Oui","",31420,"Oui",46680
"1","1776166837635090","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"",4,"non","Oui","",NA,"",NA
"1","1794185699977450","Formation initiale (hors apprentissage)","Matériaux (MAT)",2015,"oui",5,"","Oui","",32000,"Non",32000
"1","1883492706929090","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"oui",3,"","","",23000,"Oui",24900
"1","1788742416961310","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016,"oui",5,"","Oui","",34000,"Oui",34340
"1","1783101100420100","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"",3,"","","",NA,"",NA
"1","1783100843364390","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",1,"","Non","",40000,"Oui",43000
"1","1782333510091950","Sous contrat d'apprentissage","Eau et Génie Civil (EGC - apprentissage)",2017,"oui",5,"","Oui","",34200,"Oui",37550
"1","1782917292321620","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"oui",5,"","Oui","",30000,"Non",30000
"1","1783101106098510","Formation initiale (hors apprentissage)","Matériaux (MAT)",2015,"oui",4,"","Oui","",37440,"Oui",48000
"1","1783429267111760","Sous contrat d'apprentissage","Matériaux (MAT)",2017,"",3,"","Non","",NA,"",NA
"1","1783165011404310","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016,"",4,"","Oui","",NA,"",NA
"1","1868316565710660","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016,"oui",3,"","Oui","OUI",34000,"Non",34000
"1","1782326986593200","Formation initiale (hors apprentissage)","Matériaux (MAT)",2015,"non",4,"","Oui","",28000,"Oui",35000
"1","1803128595870800","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"oui",5,"","Oui","",22500,"Oui",22500
"1","1776109662930170","Sous contrat de professionalisation","Informatique et Gestion (IG)",2016,"oui",4,"","Oui","OUI",NA,"Oui",NA
"1","1776106803648430","Formation initiale (hors apprentissage)","Matériaux (MAT)",2015,"oui",4,"","Oui","",38000,"Oui",40000
"1","1776091591635030","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2017,"oui",5,"","Oui","",39000,"Oui",39000
"1","1789201090810250","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016,"oui",4,"","Oui","OUI",NA,"Oui",NA
"1","1783101043342780","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016,"oui",4,"","Oui","",31200,"Oui",39000
"1","1810646176443910","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2015,"oui",5,"","Oui","OUI",37000,"Oui",40000
"1","1788640429004420","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016,"non",4,"","Oui","",32000,"Oui",41600
"1","1782917364938230","Formation initiale (hors apprentissage)","Matériaux (MAT)",2015,"oui",4,"","Oui","",33000,"Oui",42000
"1","1783164955007280","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2015,"non",3,"","Non","NON",NA,"Oui",NA
"1","1788922249509080","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",4,"","Oui","",30600,"Oui",36150
"1","1788405221950260","Sous contrat de professionalisation","Informatique et Gestion (IG)",2015,"oui",4,"","Oui","OUI",34000,"Non",34000
"1","1782336187620510","Formation initiale (hors apprentissage)","Matériaux (MAT)",2015,"",4,"","Oui","",NA,"",NA
"1","1789139123747760","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016,"non",4,"","","",32050,"Non",32050
"1","1767473061846770","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2015,"oui",4,"","Oui","OUI",33000,"Non",33000
"1","1788410671231800","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2015,"oui",4,"","Oui","",35000,"Non",35000
"1","1789472400623880","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017,"",3,"","Oui","",NA,"",NA
"1","1776091817677840","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2016,"",4,"","Oui","",NA,"",NA
"1","1776626309975250","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2017,"",4,"","Oui","",NA,"",NA
"1","1793990129761240","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2017,"oui",5,"","Oui","",32400,"Non",32400
"1","1776245031282240","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2016,"oui",4,"","Oui","",20500,"Non",20500
"1","1768459845002980","Sous contrat de professionalisation","Informatique et Gestion (IG)",2017,"non",5,"","Oui","NON",27000,"Non",27000
"1","1788516703227880","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2017,"",4,"Oui","Oui","",NA,"",NA
"1","1883036490563720","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"oui",3,"","","",32500,"Oui",35000
"1","1794339396701390","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"non",4,"","Oui","",30000,"Oui",31000
"1","1767911679881990","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"",5,"non","Oui","",NA,"",NA
"1","1782910794654010","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",4,"","Oui","",30000,"Oui",35000
"1","1775265351563430","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",4,"","Oui","",NA,"Non",NA
"1","1782336125707060","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"oui",4,"","Oui","",39000,"Oui",39000
"1","1783101036883390","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"oui",4,"","Oui","",NA,"Oui",NA
"1","1775265358395310","Sous contrat d'apprentissage","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",5,"","Oui","",33000,"Non",33000
"1","1789196467740810","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"",4,"","Oui","",NA,"",NA
"1","1782921228983150","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"",3,"","Oui","",NA,"",NA
"1","1794041630503410","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"non",4,"","Oui","",33000,"Non",33000
"1","1788520719154830","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",5,"","Oui","",38450,"Oui",46000
"1","1783101038165470","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",5,"","Oui","",31800,"Oui",36000
"1","1982874436811090","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"oui",4,"","Oui","",28000,"Oui",30000
"1","1883297978191050","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"oui",3,"","Non","",NA,"",NA
"1","1759195423053240","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"non",3,"","Non","",14400,"Non",14400
"1","1893834896413630","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"",NA,"non","","",NA,"",NA
"1","1794283011443330","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",4,"","Oui","",34450,"Oui",36000
"1","1789364896782840","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"",4,"","Oui","",NA,"",NA
"1","1782921089373600","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2015,"",4,"","Oui","",NA,"",NA
"1","1794680919609480","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"",NA,"","","",NA,"",NA
"1","1783429272817870","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",5,"","Oui","",40000,"Oui",45000
"1","1794681459593540","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"oui",4,"","Oui","",22200,"Oui",22200
"1","1767833330154230","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2016,"oui",4,"","Oui","",NA,"Non",NA
"1","1888881489207040","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2015,"oui",5,"","Oui","",29100,"Oui",34500
"1","1798487223863940","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"",4,"","Oui","",NA,"",NA
"1","1788416963560000","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",4,"","Oui","",27000,"Oui",30000
"1","1802847679906210","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2016,"oui",4,"","Oui","",32000,"Non",32000
"1","1882337756552340","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",4,"","Oui","",27432,"Oui",29718
"1","1783036847404770","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"non",4,"","Oui","",33600,"Oui",36960
"1","1788413221511120","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2017,"oui",2,"","Non","",24000,"Oui",28000
"1","1775263659756940","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"oui",5,"","Oui","",28524,"Oui",32000
"1","1782327051181470","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",4,"","Oui","",32500,"Oui",32500
"1","1783165150826200","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2016,"",3,"","Oui","",NA,"",NA
"1","1799420083152780","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2017,"oui",4,"","Oui","",NA,"Oui",NA
"1","1789083314415180","Sous contrat de professionalisation","Microélectronique Et Automatique (MEA)",2015,"oui",3,"","Oui","",32000,"Oui",34000
"1","1788523051990200","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"oui",4,"","Oui","",32000,"Non",32000
"1","1793841806784840","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"non",4,"","Oui","",NA,"Non",NA
"1","1777139253176990","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017,"oui",4,"","Oui","",29000,"Oui",31000
"1","1788744550434370","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"non",3,"","Oui","",36000,"Non",36000
"1","1788410899702660","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"",5,"","Oui","",NA,"",NA
"1","1882938854576710","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2015,"non",4,"","Oui","",32000,"Oui",34000
"1","1793786670128700","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"oui",4,"","","",31000,"",31000
"1","1882916978528630","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"oui",5,"","Oui","",28000,"Non",28000
"1","1882874459931920","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017,"",NA,"","","",NA,"",NA
"1","1882331840080640","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"non",4,"","Oui","",32000,"Non",32000
"1","1789743775077570","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"oui",4,"","Oui","",34000,"Non",34000
"1","1876102282466920","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017,"",4,"","Oui","",NA,"",NA
"1","1793841848336860","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"",4,"","Oui","",NA,"",NA
"1","1798760132002820","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017,"oui",5,"","Oui","",32000,"Non",32000
"1","1793738581229780","Formation initiale (hors apprentissage)","Matériaux (MAT)",2015,"",3,"","Oui","",NA,"",NA
"1","1798487182527800","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"",3,"","Non","",NA,"",NA
"1","1788640536752860","Formation initiale (hors apprentissage)","Matériaux (MAT)",2015,"",3,"","Oui","",NA,"",NA
"1","1793784813443180","Formation initiale (hors apprentissage)","Matériaux (MAT)",2015,"non",4,"","Oui","",27000,"Oui",33000
"1","69897000433602","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"",3,"","Oui","",NA,"",NA
"1","1776551784277790","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017,"",3,"","Oui","",NA,"",NA
"1","1822549917121160","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017,"oui",4,"","Oui","",28000,"Oui",31000
"1","1867827346423290","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2016,"",5,"","Oui","",NA,"",NA
"1","1782720112457720","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016,"oui",5,"","Oui","",34500,"Oui",38000
"1","1798761163867390","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"oui",5,"","Oui","",25000,"Oui",27500
"1","1782336127638740","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017,"oui",3,"","Oui","",31000,"Non",31000
"1","1782921283039590","Formation initiale (hors apprentissage)","Matériaux (MAT)",2015,"non",3,"","Oui","",35000,"Oui",36000
"1","1788516824861130","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",5,"","Oui","",37000,"Oui",37000
"1","1793840248335370","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",4,"","Oui","",28000,"Oui",30000
"1","1789083267067180","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"oui",5,"","Oui","",37000,"Oui",39000
"1","1876241676867480","","Sciences et Technologies de l'Eau (STE)",2017,"oui",4,"","Oui","",36000,"Non",36000
"1","1789246118099040","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016,"oui",5,"","Oui","",31200,"Non",31200
"1","1982874437475100","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016,"",4,"","Oui","",NA,"",NA
"1","1789200821814210","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",5,"","Oui","",32500,"Oui",35000
"1","1793940780763400","Formation initiale (hors apprentissage)","Matériaux (MAT)",2015,"oui",4,"","Oui","",41000,"Oui",43000
"1","1793740587773320","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"",NA,"non","","",NA,"",NA
"1","1794775603237350","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",4,"","Oui","",26000,"Oui",27500
"1","1793944774636910","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"non",3,"","","",33000,"Oui",35000
"1","1798572221753550","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"non",3,"","Oui","",34000,"Oui",34000
"1","1867472876448780","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2016,"oui",NA,"","","",35000,"Non",35000
"1","1768453733098000","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",4,"","Oui","",27500,"Oui",31500
"1","1788516764836460","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",4,"","Oui","",31200,"Non",31200
"1","1793840347449300","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"oui",4,"","Oui","",25000,"Non",25000
"1","1975222989632340","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2015,"oui",4,"","Oui","",NA,"Oui",NA
"1","1776170061365770","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2015,"oui",3,"","Oui","",38000,"Non",38000
"1","1776167067046970","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"",4,"","Oui","",NA,"",NA
"1","1776172785806750","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"",2,"","","",22000,"Oui",22000
"1","1868316557706330","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2017,"oui",4,"","Oui","",47000,"Oui",54000
"1","1899261177600800","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017,"oui",3,"","Oui","",29990,"Oui",34000
"1","1776392102613310","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2015,"oui",5,"","Oui","OUI",32500,"Non",32500
"1","1788410839588190","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2017,"non",4,"","Oui","",36000,"Non",36000
"1","1776615669964620","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2015,"oui",4,"","","",37000,"Oui",37000
"1","1766816933705740","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2015,"oui",5,"","Oui","",32000,"Non",32000
"1","1898575038263350","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2015,"",3,"","Oui","",NA,"",NA
"1","1794190712445200","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2016,"oui",5,"","Oui","",NA,"Oui",NA
"1","1768103099391170","Sous contrat d'apprentissage","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",5,"","Oui","",NA,"Oui",NA
"1","1794681451788990","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2017,"",4,"","Oui","",NA,"",NA
"1","1894332573557550","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2017,"non",3,"","Oui","",24000,"Non",24000
"1","1802846091119630","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"non",3,"","Oui","",31000,"Oui",36000
"1","1776615832131500","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"non",4,"","Oui","",NA,"Non",NA
"1","1807101912269170","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2016,"oui",5,"","Oui","",36150,"Non",36150
"1","1782714862940150","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"",5,"","Oui","",NA,"",NA
"1","1783429272155830","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2015,"",NA,"","","",NA,"",NA
"1","1782336256786320","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"oui",5,"","Oui","",29000,"Oui",32000
"1","1789078855280940","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2015,"oui",NA,"","","",38000,"Non",38000
"1","1783551724198340","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"oui",5,"","Oui","",36000,"Non",36000
"1","1783551799040730","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"oui",4,"","Oui","",36000,"Oui",53000
"1","1794637749900080","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"non",4,"","Oui","",32440,"Oui",33440
"1","1798487221614730","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017,"oui",4,"","Oui","",35000,"Oui",35000
"1","1788573360729240","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"",4,"","Oui","",NA,"",NA
"1","1776621773290900","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",3,"","Oui","",32316,"Oui",35009
"1","1777070232104030","","Microélectronique Et Automatique (MEA)",2016,"",4,"","","",NA,"",NA
"1","1768183686766870","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017,"",4,"","","",NA,"",NA
"1","1776615826893460","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016,"non",3,"","Oui","",38733,"Non",38733
"1","1798714129947400","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"oui",4,"","Oui","",26400,"Non",NA
"1","1882874460265010","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"oui",3,"","Oui","",32000,"Non",32000
"1","1867820057929010","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2017,"oui",3,"","Oui","",32000,"Non",32000
"1","1788910982411890","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2016,"oui",4,"","Oui","",40000,"Oui",42000
"1","1798487318316520","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2015,"",4,"","Oui","OUI",NA,"",NA
"1","1782393036821250","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2015,"",4,"","Oui","",NA,"",NA
"1","1782336322078230","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017,"oui",3,"","Oui","",33700,"Oui",36500
"1","1793834790839740","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2015,"oui",4,"","Oui","",35046,"Non",35046
"1","1868014614572320","Formation initiale (hors apprentissage)","Matériaux (MAT)",2015,"non",3,"","","",32800,"Oui",39200
"1","1783492583611410","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"oui",5,"","Oui","",NA,"Non",NA
"1","1788692241729700","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016,"non",5,"","Oui","",29000,"Oui",30000
"1","1782333450033960","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2016,"oui",3,"","Oui","",2350,"Oui",29000
"1","1798623218802820","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2016,"",5,"","Oui","",NA,"",NA
"1","1889139014440800","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2016,"oui",3,"","Oui","NON",NA,"",NA
"1","1902765993939960","Formation initiale (hors apprentissage)","Energétique - énergies Renouvelables (EnR)",2015,"oui",4,"","Oui","",32400,"Oui",36500
"2","1,79468E+15","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2018,"",5,"Oui","Oui","",NA,"",NA
"2","1,89926E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"oui",3,"","Oui","",NA,"",NA
"2","1,78387E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2018,"",4,"Oui","Oui","",NA,"",NA
"2","1,7761E+15","Sous contrat d apprentissage","Systèmes Embarqués (SE - apprentissage)",2017,"",5,"","Oui","",NA,"",NA
"2","1,78846E+15","Sous contrat de professionalisation","Matériaux (MAT)",2018,"oui",3,"","Oui","",28500,"Non",28500
"2","1,8892E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018,"oui",4,"","Oui","NON",32000,"Oui",34000
"2","1,79379E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018,"oui",4,"","Oui","OUI",51437,"Non",51437
"2","1,88905E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2018,"oui",3,"","Oui","",28800,"Oui",31000
"2","1,77707E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017,"",4,"","Oui","",NA,"",NA
"2","1,8884E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2017,"",3,"","Oui","",NA,"",NA
"2","1,85753E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2017,"oui",5,"","Oui","",34000,"Non",34000
"2","1,78925E+15","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2017,"oui",5,"","Oui","",29000,"Oui",31000
"2","1,78908E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"",4,"","Oui","",NA,"",NA
"2","1,77611E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2016,"oui",4,"","Oui","",35000,"Non",35000
"2","1,7831E+15","Sous contrat d apprentissage","Systèmes Embarqués (SE - apprentissage)",2018,"oui",3,"","Oui","",36000,"Oui",40000
"2","1,76736E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2017,"",4,"","Oui","",NA,"",NA
"2","1,88905E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2017,"oui",4,"","Oui","",NA,"Oui",NA
"2","1,79384E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2016,"oui",4,"","Oui","",32000,"Oui",35000
"2","1,80673E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2017,"oui",4,"","Oui","",19000,"Non",19000
"2","1,78234E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2016,"oui",2,"","Non","",28800,"Non",28800
"2","1,78942E+15","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2018,"oui",4,"","Oui","",31200,"Non",31200
"2","1,78233E+15","Formation initiale (hors apprentissage)","Matériaux (MAT)",2018,"non",3,"","Oui","",32500,"Non",32500
"2","1,78864E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018,"oui",5,"","Oui","",28800,"Oui",30000
"2","1,76818E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2018,"oui",5,"","Oui","",31000,"Oui",31500
"2","1,78874E+15","Sous contrat d apprentissage","Systèmes Embarqués (SE - apprentissage)",2018,"oui",4,"","Oui","",29000,"Non",29000
"2","1,78317E+15","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2017,"oui",4,"","","",NA,"",NA
"2","1,88905E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2017,"oui",3,"","Oui","",NA,"Oui",NA
"2","1,78931E+15","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2018,"oui",4,"","Oui","NON",45712,"Non",45712
"2","1,78259E+15","Formation initiale (hors apprentissage)","Sciences et Technologies de l Eau (STE)",2016,"oui",4,"","Oui","",31000,"Oui",32000
