"SourceFile","identifiant","type_formation","filiere","date_diplome","emploi_formation","satisfaction_formation","alternance","recommandation_polytech","ig_avantage_double_competence","remuneration_annuelle_brute","prime","remuneration_prime"
"6","1768183769929160","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2020,"",5,"","","",NA,"",NA
"6","1882332498474700","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2020,"",5,"","Oui","",52500,"Non",52500
"6","1767190268463680","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2021,"",3,"","Oui","",42000,"Non",42000
"6","1768549611509780","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"",5,"Oui","Oui","",NA,"",NA
"6","1776695446040510","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2022,"",5,"","Oui","",37000,"Oui",37000
"6","1789139176243790","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2020,"",4,"","Oui","",40000,"Oui",45000
"6","1788410731268180","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2022,"",3,"","Oui","",34800,"Non",34800
"6","1782714865636150","Sous contrat d'apprentissage","Eau et Génie Civil (EGC - apprentissage)",2021,"",5,"","Oui","",39312,"Oui",43570
"6","1789134608475590","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2021,"",4,"","Oui","",35000,"Non",35000
"6","1868316575186820","Sous contrat d'apprentissage","Eau et Génie Civil (EGC - apprentissage)",2022,"",3,"","Oui","",NA,"",NA
"6","1793786767761630","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2020,"",5,"","Oui","",33000,"Non",33000
"6","1789030792926960","Sous contrat de professionalisation","Microélectronique Et Automatique (MEA)",2021,"",NA,"","","",38000,"Non",38000
"6","1783551670984510","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2020,"",4,"","Oui","",NA,"",NA
"6","1783174162122380","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2022,"",4,"","Oui","",35000,"Non",35000
"6","1876394537750010","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2021,"",4,"","","",38000,"Non",38000
"6","1789139006721990","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2020,"",3,"","","",NA,"",NA
"6","1867472457248930","Sous contrat de professionalisation","Mécanique et Interactions (MI)",2021,"",4,"","Oui","",NA,"Oui",NA
"6","1982874439967810","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2021,"",4,"","Oui","",32500,"Oui",35000
"6","1888459797367970","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2022,"",4,"","Oui","",39000,"Oui",39000
"6","1782520328946360","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2022,"",2,"","Non","",41000,"Oui",44000
"6","1775713768096590","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"",5,"","Oui","",32500,"Oui",32500
"6","1793840346963580","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2022,"",5,"Oui","Oui","",NA,"",NA
"6","1867188673642090","Sous contrat de professionalisation","Microélectronique Et Automatique (MEA)",2022,"",4,"","Oui","",32000,"Non",32000
"6","1789086611105750","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2021,"",NA,"","","",NA,"",NA
"6","1883235661705890","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2022,"",4,"","Oui","",32028,"Non",32028
"6","1857534014892390","Sous contrat de professionalisation","Mécanique et Interactions (MI)",2020,"",4,"","Oui","",39000,"Oui",42000
"6","1776091883997910","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2022,"",4,"","","",34000,"Non",34000
"6","1875976736425980","Sous contrat de professionalisation","Mécanique et Interactions (MI)",2021,"",4,"","Oui","",38000,"Oui",40000
"6","1789583003245020","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2020,"",3,"","Oui","",36000,"Non",36000
"6","1798491360821410","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2022,"",4,"","Oui","",NA,"",NA
"6","1768549695730200","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2020,"",4,"","Oui","",34000,"Oui",37000
"6","1783679157044340","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2020,"",5,"","Oui","",40000,"Non",40000
"6","1789582939685460","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2022,"",4,"","Oui","",36000,"Non",36000
"6","1783800223388210","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2022,"",3,"","Oui","",28000,"Non",28000
"6","1794779368777150","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2022,"",5,"","Oui","",43200,"Oui",43200
"6","1793784815517690","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2021,"",4,"","Oui","",31900,"Oui",36000
"6","1789022851620510","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2020,"",4,"","Oui","",30000,"Oui",33000
"6","1782392709213450","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2022,"oui",3,"","Oui","",30000,"Non",30000
"6","1975368346993550","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2022,"",3,"","Oui","",37000,"Oui",37000
"6","1789083315570470","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2020,"",4,"","Oui","",44298,"Oui",46000
"6","1907106830172250","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2020,"",NA,"","","",NA,"",NA
"6","1776102363137030","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2022,"oui",5,"","Oui","",25200,"Non",25200
"6","1782921283593280","Sous contrat de professionalisation","Systèmes Embarqués (SE - apprentissage)",2021,"",3,"","Oui","",44000,"Oui",50000
"6","1789078902214180","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2021,"",5,"","Oui","",NA,"",NA
"6","1775417001507990","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2020,"",4,"","Oui","",NA,"",NA
"6","1882331845956370","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2020,"",5,"","Oui","",34800,"Oui",38515
"6","1888459775059930","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2022,"",4,"","Oui","",NA,"",NA
"6","1783101112615370","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2020,"",5,"","Oui","",40000,"Non",40000
"6","1794332573510870","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2021,"oui",5,"","Oui","",42000,"Oui",48000
"6","1783483875189310","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2020,"",5,"","Oui","",48500,"Oui",48500
"6","1783429150777960","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2021,"",4,"","Oui","",38200,"Non",38200
"6","1788410782875900","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2020,"",4,"","Oui","",43000,"Oui",51000
"6","1767833242840040","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2020,"",4,"","Oui","",36720,"Oui",37500
"6","1789034153473140","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2020,"",5,"","Oui","",NA,"Oui",NA
"6","1793841757720070","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"",5,"Oui","Oui","",NA,"",NA
"6","1776167061760460","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2020,"",3,"","Oui","",38600,"Oui",38600
"6","1776166903900530","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2021,"",3,"","Oui","",40000,"Oui",42000
"6","1767833604359260","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"",5,"Oui","Oui","",NA,"",NA
"6","1767362598779760","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2020,"",NA,"","","",NA,"",NA
"6","1868316566984420","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"",5,"Oui","Oui","",NA,"",NA
"6","1782520458886480","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2022,"",5,"","Oui","",32000,"Non",32000
"6","1798760182039930","Formation initiale (hors apprentissage)","Matériaux (MAT)",2021,"",4,"","Oui","",35000,"Oui",35000
"6","1789471677886150","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2022,"",5,"","Oui","",31200,"Non",31200
"6","1783103537599530","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2021,"",NA,"","","",41000,"Non",41000
"6","1866816328067050","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2020,"",4,"","Oui","",77000,"Oui",82000
"6","1776167060979250","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2020,"",5,"","Oui","",63000,"Non",63000
"6","1775789583055560","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2021,"",NA,"","","",39000,"Non",39000
"6","1782395564911940","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2020,"",4,"","Oui","",38000,"Non",38000
"6","1883558371725110","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2020,"",4,"","Oui","",37850,"Oui",41000
"6","1894680637258410","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2021,"non",4,"","Oui","",37500,"Non",37500
"6","1883551369067360","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2021,"",5,"","Oui","",NA,"",NA
"6","1794043064680300","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2020,"",4,"","Oui","",42000,"Oui",42000
"6","1868316574718410","Formation initiale (hors apprentissage)","Microélectronique Et Automatique (MEA)",2022,"",5,"Oui","Oui","",NA,"",NA
"6","1776102350314530","Formation initiale (hors apprentissage)","Matériaux (MAT)",2022,"",4,"non","Oui","",NA,"",NA
"6","1876551288977080","Formation initiale (hors apprentissage)","Matériaux (MAT)",2020,"non",5,"","Oui","",36000,"Oui",37500
"6","1776106879687360","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2020,"",4,"","Oui","NON",48000,"Oui",58000
"6","1768183507034030","Formation initiale (hors apprentissage)","Matériaux (MAT)",2021,"",4,"","Oui","",26556,"Non",26556
"6","1776551644056160","Formation initiale (hors apprentissage)","Matériaux (MAT)",2021,"",4,"","Oui","",32000,"Oui",34000
"6","1793784760344960","Formation initiale (hors apprentissage)","Matériaux (MAT)",2022,"",4,"","Oui","",20508,"Non",20508
"6","1789245957768710","Formation initiale (hors apprentissage)","Matériaux (MAT)",2021,"",4,"","Oui","",41000,"Oui",41000
"6","1816933895100800","Formation initiale (hors apprentissage)","Matériaux (MAT)",2021,"",5,"","Oui","",38500,"Oui",40800
"6","1788742470427130","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2021,"",3,"","","",NA,"",NA
"6","1783239826629950","Formation initiale (hors apprentissage)","Matériaux (MAT)",2021,"",5,"","Oui","",35000,"Oui",36000
"6","1789078904469980","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2021,"",4,"","Oui","",35000,"Oui",39000
"6","1767651050592520","Sous contrat d'apprentissage","Systèmes Embarqués (SE - apprentissage)",2022,"",4,"","Oui","",34200,"Oui",40065
"6","1894439451464820","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2022,"",4,"","Oui","",NA,"",NA
"6","1768989255935150","Sous contrat de professionalisation","Matériaux (MAT)",2022,"",4,"","Oui","",40079,"Non",40079
"6","1789357082352010","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2021,"",NA,"","","",NA,"",NA
"6","1794779570101440","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2020,"",4,"","Oui","",NA,"",NA
"6","1793944378693350","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2021,"",4,"","Oui","NON",42000,"Oui",50000
"6","1783492640861580","Sous contrat d'apprentissage","Eau et Génie Civil (EGC - apprentissage)",2021,"",4,"","Oui","",40000,"Oui",42000
"6","1788636474868090","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2020,"",3,"","Oui","",NA,"Non",NA
"6","1788516816974610","Formation initiale (hors apprentissage)","Matériaux (MAT)",2021,"",4,"","Oui","",33000,"Non",33000
"6","1789078901656150","Formation initiale (hors apprentissage)","Matériaux (MAT)",2021,"",5,"","Oui","",27000,"Oui",35825
"6","1857533978999260","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2021,"",4,"","Oui","",NA,"",NA
"6","1788522988116180","Sous contrat de professionalisation","Matériaux (MAT)",2021,"",3,"","Oui","",32400,"Oui",35000
"6","1775263662780760","Formation initiale (hors apprentissage)","Matériaux (MAT)",2020,"non",NA,"","Oui","",20508,"Non",20508
"6","1788742473726050","Formation initiale (hors apprentissage)","Matériaux (MAT)",2022,"",4,"","Oui","",43000,"Non",43000
"6","1776106723950220","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2020,"",3,"","Oui","",42000,"Oui",45000
"6","1788969137646660","Formation initiale (hors apprentissage)","Matériaux (MAT)",2021,"",4,"","Oui","",33000,"Oui",36000
"6","1798527272251430","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2020,"",5,"","Oui","",35000,"Non",35000
"6","1783101102983360","Formation initiale (hors apprentissage)","Matériaux (MAT)",2020,"non",4,"","Oui","",38400,"Oui",40000
"6","1767190347040890","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2021,"",4,"","Oui","",42000,"Non",42000
"6","1788414641969310","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2021,"",4,"","Oui","",26500,"Non",26500
"6","1782338086315260","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2020,"oui",5,"","Oui","OUI",35300,"Oui",40000
"6","1793744702832620","Formation initiale (hors apprentissage)","Matériaux (MAT)",2021,"",4,"","Oui","",NA,"",NA
"6","1783429146219060","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2022,"oui",4,"","Oui","",NA,"Oui",NA
"6","1876615328587050","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2022,"",3,"","","",NA,"",NA
"6","1782910793416910","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2021,"",4,"","Oui","",31000,"Oui",36000
"6","1767838795874690","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2020,"oui",4,"","Oui","",34000,"Oui",36000
"6","1798760311663560","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2022,"oui",5,"","Oui","",34000,"Non",34000
"6","1776170214132840","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2021,"oui",4,"","Oui","",27600,"Oui",39500
"6","1782332213242230","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2022,"oui",3,"","","OUI",40000,"Non",40000
"6","1793840298363260","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2021,"",3,"non","Oui","",NA,"",NA
"6","1776391941006830","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2021,"oui",3,"","","",36000,"Oui",40000
"6","1789139062938010","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"",5,"Oui","Oui","",NA,"",NA
"6","1758308385440000","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2022,"oui",4,"","Oui","",NA,"Non",NA
"6","1788460151741930","Formation initiale (hors apprentissage)","Matériaux (MAT)",2020,"oui",4,"","Oui","",39000,"Non",39000
"6","1788522934411620","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2021,"oui",4,"","Oui","",35052,"Oui",38200
"6","1793840353499340","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2021,"oui",4,"","Oui","",30000,"Oui",30000
"6","1769007803921480","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2020,"oui",3,"","Oui","",36400,"Non",36400
"6","1776392099532870","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2020,"non",4,"","Oui","",25000,"Oui",26000
"6","1789078790001190","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2020,"oui",5,"","Oui","",30000,"Non",30000
"6","1876018949196780","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2022,"oui",5,"","","OUI",35000,"Oui",38000
"6","1782336121852570","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2020,"oui",4,"","Oui","",32400,"Oui",35100
"6","1782593009868980","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"",5,"Oui","Oui","",NA,"",NA
"6","1793784758875840","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2020,"oui",5,"","Oui","",40000,"Non",40000
"6","1776019305998310","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"oui",5,"","Oui","",39000,"Oui",45000
"6","1866827524757850","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"",5,"Oui","Oui","",NA,"",NA
"6","1775263824687930","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2020,"oui",4,"","Oui","",46000,"Oui",46000
"6","1868316574902200","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"",5,"Oui","Oui","",NA,"",NA
"6","1767472869101240","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2021,"oui",5,"","Oui","",39000,"Oui",40000
"6","1776102210966950","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"oui",5,"","Oui","",37000,"Oui",50000
"6","1767833604358820","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2020,"oui",4,"","Oui","",47000,"Oui",51000
"6","1876101853372190","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"",4,"","Oui","",NA,"",NA
"6","1793784808516880","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"oui",4,"","Oui","",41000,"Oui",43500
"6","1988410468693410","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2020,"",5,"","","",38000,"Oui",65000
"6","1789139067979590","Formation initiale (hors apprentissage)","Matériaux (MAT)",2020,"non",4,"","Oui","",42000,"Oui",42000
"6","1775345027361030","Sous contrat de professionalisation","Informatique et Gestion (IG)",2022,"non",4,"","","",38380,"Oui",38380
"6","1782336255547400","Sous contrat d'apprentissage","Eau et Génie Civil (EGC - apprentissage)",2020,"oui",4,"","Oui","",40320,"Oui",43520
"6","1783800466184510","Formation initiale (hors apprentissage)","Mécanique et Interactions (MI)",2022,"",3,"","","",37000,"Oui",38300
"6","1789142466393570","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2021,"oui",5,"","Oui","",27600,"Oui",28500
"6","1876694875455180","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2021,"non",5,"","Oui","",NA,"Non",NA
"6","1768989176927280","Formation initiale (hors apprentissage)","Matériaux (MAT)",2020,"non",5,"","Oui","",25800,"Oui",25800
"6","1776167204629220","Formation initiale (hors apprentissage)","Matériaux (MAT)",2022,"oui",3,"","Oui","",48000,"Non",48000
"6","1782390418773570","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2020,"oui",4,"","Oui","",30000,"Oui",40000
"6","1776167142122940","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2020,"oui",4,"","","OUI",37530,"Oui",45530
"6","1775413789426590","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2021,"",5,"","Oui","",NA,"",NA
"6","1782596900798490","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2022,"oui",5,"","Oui","",40000,"Oui",45000
"6","1782333712239640","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2020,"oui",4,"","Oui","",30000,"Oui",30000
"6","1789078855917810","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2021,"",2,"","Non","",NA,"",NA
"6","1783101042010010","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2022,"oui",5,"","Oui","",30000,"Oui",32500
"6","1776615757693250","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2021,"oui",4,"","Oui","",37050,"Oui",46000
"6","1893834511009910","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2020,"oui",5,"","Oui","",31500,"Oui",34000
"6","1798760221846800","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2020,"oui",3,"","Oui","",34000,"Oui",35000
"6","1798623353301810","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2021,"oui",4,"","Oui","",NA,"",NA
"6","1788516818073160","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2022,"oui",4,"","Oui","",NA,"Non",NA
"6","1783101040779280","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2022,"oui",3,"","Oui","",35160,"Oui",35160
"6","1776551931058330","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2020,"oui",4,"","Oui","",34500,"Oui",36000
"6","1776615753228320","Formation initiale (hors apprentissage)","Matériaux (MAT)",2020,"",4,"","Oui","",39000,"Oui",43000
"6","1788753565237490","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2022,"",NA,"","","",30000,"Oui",30000
"6","1789248177506590","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2022,"oui",3,"","Oui","",33500,"Non",33500
"6","1794779518200490","Sous contrat de professionalisation","Matériaux (MAT)",2022,"non",3,"","Oui","",36000,"Oui",36000
"6","1783486283449130","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2021,"",4,"","Oui","",NA,"",NA
"6","1767638238509350","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2020,"oui",4,"","Oui","OUI",35400,"Oui",37000
"6","1782327180969030","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2021,"oui",5,"","Oui","OUI",33450,"Non",33450
"6","1776615819557690","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2020,"",4,"","Oui","",37000,"Oui",37000
"6","1857534025890080","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2022,"oui",4,"","","",28000,"Oui",28000
"6","1782332336322280","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2020,"oui",3,"","","",32000,"Non",32000
"6","1794828417351500","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2020,"oui",4,"","Oui","",32900,"Oui",35600
"6","1875418863328880","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2022,"oui",3,"","Oui","",32500,"Oui",35000
"6","1789471786392760","Sous contrat de professionalisation","Sciences et Technologies de l'Eau (STE)",2020,"oui",4,"","Oui","",30000,"Oui",30000
"6","1776091895895960","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2020,"oui",4,"","Oui","",35000,"Oui",38500
"6","1793746565145920","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2021,"oui",3,"","","",27500,"Oui",30000
"6","1767189426339600","Formation initiale (hors apprentissage)","Sciences et Technologies de l'Eau (STE)",2022,"oui",4,"","Oui","",25200,"Non",25200
"6","1775637345072930","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2022,"",4,"Oui","Oui","",NA,"",NA
"6","1794680918647610","Formation initiale (hors apprentissage)","Matériaux (MAT)",2022,"oui",4,"","Oui","",28800,"Oui",30000
"6","1794336425663790","Sous contrat d'apprentissage","Mécanique Structures Industrielles (MSI - apprentissage)",2022,"",5,"Oui","Oui","",NA,"",NA
"6","1776106799883870","Sous contrat de professionalisation","Matériaux (MAT)",2020,"oui",4,"","Oui","",38000,"Oui",43000
"6","1798891452565580","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2021,"oui",5,"","Oui","",28800,"Oui",31000
"6","1910235866974290","Formation initiale (hors apprentissage)","Matériaux (MAT)",2021,"",4,"","Oui","",NA,"",NA
"6","1767637876274310","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2022,"",4,"","Oui","",NA,"",NA
"6","1783236179415530","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2022,"",5,"","Oui","",NA,"",NA
"6","1857534013519450","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2022,"",4,"Oui","Oui","",NA,"",NA
"6","1967772658470540","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2022,"",5,"","Oui","",NA,"",NA
"6","1798761120459580","Formation initiale (hors apprentissage)","Matériaux (MAT)",2020,"non",5,"","Oui","",20000,"Non",20000
"6","1782650225991380","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2020,"oui",5,"","Oui","OUI",NA,"Non",NA
"6","1794970934338250","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2022,"non",NA,"","Oui","",39000,"Oui",39000
"6","1776630776085270","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2022,"oui",4,"","Oui","",30200,"Non",30200
"6","1783041977893780","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2022,"oui",4,"","Oui","OUI",51660,"Non",51600
"6","1783101165084400","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2022,"oui",4,"","Oui","",31200,"Oui",34500
"6","1888881494643170","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2020,"oui",4,"","Oui","",37000,"Oui",46000
"6","1783483938740120","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2020,"oui",4,"","Oui","",35148,"Oui",35148
"6","1782336321386440","Formation initiale (hors apprentissage)","Matériaux (MAT)",2020,"non",4,"","Oui","",43000,"Oui",50000
"6","1776551706034360","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2021,"oui",3,"","Oui","",36192,"Oui",39208
"6","1782332270046870","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2021,"",5,"","Oui","",NA,"",NA
"6","1783297989035980","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2020,"oui",4,"","","",30000,"Oui",35000
"6","1767739318980900","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2020,"oui",5,"","Oui","",110000,"Oui",120000
"6","1813537651258260","Formation initiale (hors apprentissage)","Informatique et Gestion (IG)",2021,"oui",4,"","Oui","OUI",35000,"Non",35000
"6","1776166978376740","Sous contrat de professionalisation","Génie Biologique et Agroalimentaires (GBA)",2020,"oui",4,"","Oui","",30000,"Non",30000
"6","1783100980486340","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2020,"",5,"non","Oui","",NA,"",NA
"6","1775416913436200","Formation initiale (hors apprentissage)","Génie Biologique et Agroalimentaires (GBA)",2021,"",4,"","Oui","",NA,"",NA
